,Title,Company,Location,Package,Description,Skills,Min_Experience,Max_Experience
4416,"SDE, Amazon Business",Amazon,"Hyderabad / Secunderabad, Hyderabad",Not Specified,"Job Description : Amazon Business is one of Amazon's fastest growing new initiatives focused on building solutions to enable business customers to research, discover and buy business, industrial and scientific products in large catalogs across multip","['SDE', 'Amazon Business']",2,5
4417,Software Development Manager,Amazon,"Hyderabad / Secunderabad, Hyderabad",Not Specified,"Job Description : Are you interested in building high-performance, globally scalable Financial systems that support Amazon's current and future growth? Are you seeking an environment where you can drive innovation leveraging the scalability and innov",['Software Development Manager'],7,10
4418,Application Engineer IV,Amazon,Chennai,Not Specified,"Job Description : Kindle has changed the way books are published, sold, and read across the globe. Independent authors are now able to publish and sell direct to readers through Kindle and print-on-demand offerings enabling them to reach audiences ne",['Application Engineer IV'],4,7
4419,Senior System Integration and Test Engineer (SIT) - XR Research,Qualcomm,"India, Bengaluru / Bangalore",Not Specified,"Company: Qualcomm India Private LimitedJob Area: Engineering Group, Engineering Group > Software Engineering General Summary.. Qualcomm is taking its traditional strengths in digital wireless technologies into exciting new fields such as Augmented Re",['Senior System Integration and Test Engineer (SIT) - XR Research'],3,6
4420,Senior System Integration and Test Engineer (SIT) - XR Research,Qualcomm,"India, Bengaluru / Bangalore",Not Specified,"Company: Qualcomm India Private LimitedJob Area: Engineering Group, Engineering Group > Software Engineering General Summary.. Qualcomm is taking its traditional strengths in digital wireless technologies into exciting new fields such as Augmented Re",['Senior System Integration and Test Engineer (SIT) - XR Research'],3,6
4421,VMware Cloud Disaster Recovery for Hyperscalers : Cloud Platform Staff Engineer (Open),Vmware,"India, Kalyani",Not Specified,"Job Description VMware's Cloud-based Disaster Recovery (VCDR) offers an easy-to-use SaaS solution to provide DR capability for vSphere-based Software Defined Data Centers (SDDC). VCDR is architected to work well with other VMware Cloud solutions,",['VMware Cloud Disaster Recovery for Hyperscalers : Cloud Platform Staff Engineer (Open)'],8,11
4422,Senior SDE,Amazon,Bengaluru / Bangalore,Not Specified,Job Description : Are you interested in building hyper-scale database services in the cloud? Do you want to revolutionize the way people manage vast volumes of data in the cloud? Do you want to have direct and immediate impact on hundreds of thousand,"['Agile/SCRUM', 'Software Development Manager', 'Java', 'C', 'C++', 'C#']",5,8
4423,Data Scientist,Amazon,Bengaluru / Bangalore,Not Specified,"Job Description : Job summary Advertising at Amazon is a fast-growing, multi-billion dollar business. It spans desktop, mobile and connected devices encompasses ads on Amazon and a vast network of hundreds of thousands of third-party publishers and e",[],5,8
4424,"Manager, Computer Vision Data Operations",Amazon,Chennai,Not Specified,Job Description : Have you ever wanted to work on state of the art computer vision and applied machine learning that will make a lasting impact on society? The AWS Computer Vision Data team is seeking an experienced Sr. Operations Manager to join ou,"['Manager', 'Computer Vision Data Operations']",12,15
4425,Microsoft 365 Infrastructure Consulting Practitioner,Accenture,"Bengaluru / Bangalore, India",Not Specified,"About Accenture: Accenture is a global professional services company with leading capabilities in digital, cloud and security. Combining unmatched experience and specialized skills across more than 40 industries, we offer Strategy and Consulting, Int",['Infrastructure'],8,10
4426,Senior Product Manager,Amazon,"Bengaluru / Bangalore, India",Not Specified,Job Description : Voice as a medium of communication is seeing strong adoption in various spheres and is evolving as a powerful medium. The IN Voice Shopping team works on building voice based experiences (powered by Alexa) on the Amazon Shopping App,['Senior Product Manager'],5,8
4427,SDE I,Amazon,Chennai,Not Specified,"Job Description : Amazon Lab126 is an inventive research and development company that designs and engineers high-profile, portable, hand-held consumer electronic products like the Kindle. The products we design and engineer are easy-to-use and offer",['SDE I'],2,5
4428,Software Development Engineer,Amazon,Bengaluru / Bangalore,Not Specified,"Job Description : Job summary Do you want to build products used every single day by your friends and family? Are you passionate about letting your product reach millions of consumers? Do you love to ship software early and often? If so, this may be",['Software Development Engineer'],3,5
4429,SDE 1,Amazon,Bengaluru / Bangalore,Not Specified,Job Description : Amazon.in or the Indian Consumer Business team located in Bangalore is looking for talent to deliver strategic goals for Amazon ecommerce systems. This is an opportunity to join our mission to build tech solutions that empower sell,['SDE 1'],,
4430,SDE1,Amazon,Bengaluru / Bangalore,Not Specified,Job Description : Amazon.in or the Indian Consumer Business team located in Bangalore is looking for talent to deliver strategic goals for Amazon ecommerce systems. This is an opportunity to join our mission to build tech solutions that empower sell,['SDE1'],,
4431,Software Development Engineer,Amazon,Bengaluru / Bangalore,Not Specified,"Job Description : Do you want to solve business challenges through innovative technology? Do you enjoy working on cutting-edge, scalable services technology in a team environment? Do you like working on industry-defining projects that move the needle",['Software Development Engineer'],,
4432,Quality Assurance Engineer II,Amazon,Bengaluru / Bangalore,Not Specified,Job Description : The India Consumer Business (ICB) Technology team builds products and services that solve unique customer needs in Amazon's fastest growing marketplace. We are a multi-billion dollar business with a huge potential to grow in a trill,['Quality Assurance Engineer II'],4,7
4433,Technical Architect (SCPO Consulting),Blue Yonder,"Bengaluru / Bangalore, India",Not Specified,"Blue Yonder Title: * Technical Architect and Senior Technical Architect (Consulting) Other Comparable titles: * Architect, Enterprise Architect, Principal Architect, Application Architect, Cloud Architect, Solution Architect, SCPO Architect",[],8,14
4434,Client Support Manager (Private Markets),FactSet Philippines Inc,India,Not Specified,The Private Markets Client Support team responds to client questions about Private Markets content. Our team is dedicated to innovation and to providing best-in-class support for our continually growing user base. We focus on the following content:,[],,
4435,Software Development Engineer,Amazon,"Hyderabad / Secunderabad, Hyderabad",Not Specified,Job Description : Job summary Is passion for innovation what drives you? Are you turned on by seeing something you worked on being used by millions of people? Alexa Data Services (ADS) is a global Machine Intelligence Data Services organization that,['Software Development Engineer'],2,5
